Id,SalePrice
2560,173478.88
2561,157702.92
2562,152681.48
2563,144556.7
2564,213794.36
2565,194820.06
2566,203068.42
2567,142499.52
2568,215136.56
2569,232670.2
2570,124221.266
2571,208976.89
2572,141878.55
2573,231327.08
2574,249384.5
2575,128133.5
2576,113536.695
2577,137630.92
2578,75695.95
2579,53230.812
2580,106249.766
2581,131410.55
2582,128104.234
2583,277044.5
2584,162780.98
2585,196909.5
2586,204362.62
2587,175300.3
2588,145439.08
2589,138358.58
2590,195689.83
2591,217600.02
2592,206781.38
2593,245715.55
2594,165578.11
2595,210837.1
2596,275633.0
2597,199491.77
2598,297630.4
2599,361824.28
2600,183853.84
2601,145326.64
2602,86644.33
2603,96122.99
2604,93644.17
2605,84303.33
2606,156965.2
2607,194438.11
2608,183686.98
2609,179761.23
2610,121424.37
2611,138966.53
2612,166248.16
2613,132421.4
2614,133231.42
2615,151338.86
2616,156527.81
2617,185399.92
2618,230690.92
2619,166171.95
2620,184416.11
2621,179212.14
2622,175762.7
2623,220106.67
2624,284701.75
2625,299891.16
2626,168769.56
2627,158421.9
2628,435686.84
2629,460682.34
2630,403620.1
2631,409181.84
2632,388548.6
2633,300500.94
2634,398007.84
2635,155795.42
2636,184737.02
2637,193135.66
2638,258043.48
2639,174963.89
2640,146338.83
2641,121040.75
2642,170339.86
2643,112670.64
2644,126270.39
2645,104407.28
2646,100816.28
2647,108322.45
2648,139616.02
2649,148575.5
2650,113325.484
2651,151146.4
2652,357456.22
2653,262790.84
2654,286037.9
2655,378257.22
2656,335455.16
2657,331352.4
2658,332362.9
2659,325048.4
2660,357435.88
2661,336130.53
2662,357808.22
2663,291223.44
2664,256939.3
2665,307341.03
2666,272198.6
2667,189634.0
2668,188488.66
2669,181628.23
2670,248499.94
2671,191131.1
2672,187323.89
2673,178822.17
2674,180406.34
2675,186623.75
2676,185753.81
2677,181868.14
2678,213235.88
2679,292917.47
2680,296606.22
2681,361473.53
2682,312649.03
2683,449335.53
2684,338441.44
2685,318205.8
2686,275126.66
2687,286094.03
2688,195511.61
2689,206585.81
2690,310588.84
2691,195927.4
2692,160896.67
2693,199812.23
2694,156089.02
2695,198377.08
2696,188823.2
2697,183383.8
2698,203491.5
2699,168629.8
2700,164080.42
2701,166764.14
2702,126683.94
2703,135765.64
2704,141789.81
2705,117936.48
2706,119792.56
2707,126286.58
2708,133133.05
2709,107390.36
2710,131356.89
2711,293316.34
2712,378490.66
2713,165396.58
2714,159745.48
2715,177992.45
2716,168148.67
2717,224043.34
2718,221799.55
2719,162594.86
2720,176682.19
2721,130364.73
2722,168753.33
2723,146233.34
2724,143713.25
2725,134810.0
2726,146792.66
2727,169494.31
2728,175341.2
2729,156186.27
2730,141768.77
2731,129359.47
2732,130192.53
2733,148275.08
2734,144592.08
2735,140598.14
2736,141848.36
2737,113666.47
2738,137007.52
2739,150702.08
2740,138399.23
2741,140912.73
2742,154040.67
2743,152328.08
2744,163511.97
2745,144716.44
2746,144051.27
2747,138910.39
2748,125558.81
2749,138211.25
2750,129227.3
2751,147637.47
2752,222967.16
2753,166799.42
2754,228909.98
2755,133604.81
2756,106476.46
2757,66940.15
2758,96988.09
2759,148325.69
2760,133822.2
2761,141686.11
2762,144501.92
2763,178455.27
2764,155945.23
2765,231389.7
2766,121535.266
2767,89740.64
2768,129943.25
2769,145514.45
2770,123879.61
2771,114646.81
2772,110787.8
2773,200372.61
2774,136470.23
2775,107488.984
2776,143092.3
2777,150394.39
2778,97371.125
2779,124697.65
2780,89571.48
2781,89880.53
2782,107174.55
2783,106805.195
2784,118293.66
2785,141607.48
2786,82918.375
2787,118861.14
2788,85361.625
2789,185842.92
2790,112406.19
2791,119568.2
2792,68826.91
2793,127770.0
2794,109619.45
2795,122332.98
2796,97762.61
2797,211083.55
2798,108573.484
2799,94053.36
2800,77008.14
2801,88934.94
2802,113198.09
2803,142064.28
2804,125532.16
2805,95182.46
2806,99459.414
2807,186669.67
2808,147766.67
2809,123490.89
2810,129139.46
2811,157488.98
2812,182378.9
2813,160036.44
2814,163913.27
2815,109560.836
2816,188759.17
2817,148779.05
2818,132958.86
2819,172003.52
2820,131020.59
2821,121521.375
2822,168906.9
2823,305371.47
2824,171715.42
2825,157285.67
2826,138701.12
2827,122452.445
2828,218350.14
2829,197172.64
2830,229788.05
2831,176671.02
2832,225224.53
2833,294613.12
2834,231683.02
2835,242167.42
2836,196769.42
2837,144278.14
2838,151022.47
2839,188175.7
2840,195611.2
2841,198805.11
2842,231767.38
2843,154572.48
2844,152441.28
2845,115193.11
2846,213025.23
2847,230215.95
2848,207747.67
2849,193922.31
2850,259919.14
2851,198687.83
2852,213213.42
2853,241976.25
2854,152078.55
2855,191395.17
2856,204061.48
2857,184525.77
2858,193698.55
2859,127691.93
2860,138978.6
2861,122116.21
2862,188733.67
2863,133618.25
2864,246629.81
2865,149755.42
2866,138764.77
2867,114506.34
2868,83167.42
2869,90364.68
2870,128521.125
2871,93323.44
2872,74637.54
2873,90032.44
2874,126324.21
2875,94557.72
2876,146844.14
2877,134068.2
2878,159545.8
2879,137147.33
2880,106622.58
2881,143493.95
2882,184153.62
2883,206691.5
2884,210090.92
2885,185152.67
2886,249661.56
2887,91602.53
2888,134248.8
2889,70055.82
2890,89062.44
2891,133782.38
2892,64752.055
2893,73180.92
2894,72161.81
2895,318792.9
2896,278894.5
2897,200979.9
2898,145710.77
2899,189406.75
2900,158749.67
2901,208284.73
2902,190296.92
2903,300104.4
2904,319690.88
2905,87184.47
2906,191718.11
2907,116548.72
2908,142034.89
2909,146419.45
2910,80085.195
2911,83968.92
2912,154748.64
2913,80701.82
2914,85211.05
2915,87646.375
2916,83338.35
2917,164436.17
2918,132522.72
2919,196753.36
